"Year","est","se","est_corr","se_corr","lwr","upr","type","species"
2013,0.241389751857817,0.279503726512688,0.241389751857817,NA,-0.306437552107052,0.789217055822685,"single","Prionace glauca"
2014,4.95126193459721,4.94455334468811,4.95126193459721,NA,-4.74006262099148,14.6425864901859,"single","Prionace glauca"
2015,1.56201713576893,0.535803954789475,1.56201713576893,NA,0.511841384381562,2.6121928871563,"single","Prionace glauca"
2016,10.840516647506,1.73547619658059,10.840516647506,NA,7.43898330220799,14.2420499928039,"single","Prionace glauca"
2017,0.187091723266817,0.0730982948039886,0.187091723266817,NA,0.0438190654509993,0.330364381082634,"single","Prionace glauca"
2018,0.244685311968187,0.0919977814752411,0.244685311968187,NA,0.0643696602767142,0.425000963659659,"single","Prionace glauca"
2019,0.11155782430388,0.0458730076618411,0.11155782430388,NA,0.0216467292866716,0.201468919321089,"single","Prionace glauca"
2020,0.383718638665277,0.161422321377112,0.383718638665277,NA,0.067330888766137,0.700106388564416,"single","Prionace glauca"
2021,0.338649118345621,0.173895431271412,0.338649118345621,NA,-0.00218592694634551,0.679484163637588,"single","Prionace glauca"
2022,0.148026597952343,0.0773885989836375,0.148026597952343,NA,-0.00365505605558644,0.299708251960273,"single","Prionace glauca"
2023,0.507585601444921,0.244806611124111,0.507585601444921,NA,0.027764643641664,0.987406559248178,"single","Prionace glauca"
