"Year","est","se","est_corr","se_corr","lwr","upr","model","type","species"
2013,3.42498827232952,0.51230792202809,3.42498827232952,NA,2.42086474515446,4.42911179950458,"tV_mod_ln","single","Seriola rivoliana"
2014,1.77188402216003,0.358026095026075,1.77188402216003,NA,1.07015287590893,2.47361516841114,"tV_mod_ln","single","Seriola rivoliana"
2015,3.33544380623316,0.245887993955758,3.33544380623316,NA,2.85350333807987,3.81738427438644,"tV_mod_ln","single","Seriola rivoliana"
2016,5.27414896507976,0.325207138833774,5.27414896507976,NA,4.63674297296557,5.91155495719396,"tV_mod_ln","single","Seriola rivoliana"
2017,6.24639965159684,0.344221357940482,6.24639965159684,NA,5.5717257900335,6.92107351316018,"tV_mod_ln","single","Seriola rivoliana"
2018,4.75561079721977,0.319421701288916,4.75561079721977,NA,4.1295442626935,5.38167733174605,"tV_mod_ln","single","Seriola rivoliana"
2019,9.66700846374295,0.714160680090719,9.66700846374295,NA,8.26725353076514,11.0667633967208,"tV_mod_ln","single","Seriola rivoliana"
2020,14.2247474693672,1.27230974184564,14.2247474693672,NA,11.7310203753497,16.7184745633846,"tV_mod_ln","single","Seriola rivoliana"
2021,19.9166336557912,1.16358498585615,19.9166336557912,NA,17.6360070835131,22.1972602280692,"tV_mod_ln","single","Seriola rivoliana"
2022,8.12526838232079,0.550901134311728,8.12526838232079,NA,7.0455021590698,9.20503460557177,"tV_mod_ln","single","Seriola rivoliana"
2023,10.7602806612382,0.758627716742455,10.7602806612382,NA,9.27337033642296,12.2471909860534,"tV_mod_ln","single","Seriola rivoliana"
