"Year","est","se","est_corr","se_corr","lwr","upr","model","type","species"
2013,28.1525488469694,7.72344202768122,28.1525488469694,NA,13.0146024727142,43.2904952212246,"tV_mod_tw","single","Euthynnus alletteratus"
2014,351.973380299801,155.756106860696,351.973380299801,NA,46.6914108528375,657.255349746764,"tV_mod_tw","single","Euthynnus alletteratus"
2015,574.519457400067,100.669145959537,574.519457400067,NA,377.207931319373,771.83098348076,"tV_mod_tw","single","Euthynnus alletteratus"
2016,544.462415835436,105.396971866952,544.462415835436,NA,337.88435097621,751.040480694661,"tV_mod_tw","single","Euthynnus alletteratus"
2017,61.0207824445379,12.9266333416212,61.0207824445379,NA,35.6845810949604,86.3569837941155,"tV_mod_tw","single","Euthynnus alletteratus"
2018,83.3154639539736,18.8294188021625,83.3154639539736,NA,46.4098031017351,120.221124806212,"tV_mod_tw","single","Euthynnus alletteratus"
2019,47.2391096102035,12.0713393724012,47.2391096102035,NA,23.5792844402971,70.8989347801099,"tV_mod_tw","single","Euthynnus alletteratus"
2020,200.499156868785,78.5273168802915,200.499156868785,NA,46.5856157834134,354.412697954156,"tV_mod_tw","single","Euthynnus alletteratus"
2021,16.7821397590168,4.06819847760074,16.7821397590168,NA,8.80847074291936,24.7558087751143,"tV_mod_tw","single","Euthynnus alletteratus"
2022,39.8520797545848,15.2451362584388,39.8520797545848,NA,9.97161268804486,69.7325468211248,"tV_mod_tw","single","Euthynnus alletteratus"
2023,24.9207132792465,7.30136389901379,24.9207132792465,NA,10.6100400371794,39.2313865213135,"tV_mod_tw","single","Euthynnus alletteratus"
