"parameter","estimate","se","zvalue","pvalue","max_grad","convergence"
"alpha_j",-1.313898229236,0.161808609750955,-8.12007612733503,4.6589135094077e-16,0.00116584220312976,0
"theta_z",-0.325649898298557,0.0611950509065903,-5.32150710676976,1.02911090005329e-07,0.00116584220312976,0
"alpha2_j",-2.17703012942922,0.068838627950928,-31.6251237747088,1.66723723271581e-219,0.00116584220312976,0
"theta2_z",-0.135973914835708,0.0249567020615763,-5.44839276039822,5.08270220384316e-08,0.00116584220312976,0
"log_sigma",-0.436844999384773,0.00925320961213811,-47.2101052170839,0,0.00116584220312976,0
"log_kappa",-1.79519334616817,0.23907201125307,-7.50900674971886,5.95776542016532e-14,0.00116584220312976,0
