"name","check","category"
"hessian_ok",TRUE,3
"eigen_values_ok",TRUE,3
"nlminb_ok",TRUE,3
"range_ok",TRUE,3
"gradients_ok",TRUE,3
"se_magnitude_ok",TRUE,3
"se_na_ok",TRUE,3
"sigmas_ok",TRUE,3
"all_ok",TRUE,3
