"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","2015","Stratum_1"," [kg*km2/km2]",357376.303561831,23439.0576345129,0.0655864907687078
"1","2016","Stratum_1"," [kg*km2/km2]",636908.939082409,31322.316214522,0.0491786412350373
"1","2017","Stratum_1"," [kg*km2/km2]",728800.192410226,31897.3237475466,0.0437668980877439
"1","2018","Stratum_1"," [kg*km2/km2]",733297.64821868,31226.4533104894,0.0425835994242507
"1","2019","Stratum_1"," [kg*km2/km2]",1029584.1833671,41191.9800625919,0.0400083652488518
"1","2020","Stratum_1"," [kg*km2/km2]",1097679.35016262,50852.4307171702,0.0463272181531307
"1","2021","Stratum_1"," [kg*km2/km2]",1180607.53801325,60852.0301505593,0.0515429795179545
"1","2022","Stratum_1"," [kg*km2/km2]",934945.282062314,49386.3792282956,0.0528227482140542
"1","2023","Stratum_1"," [kg*km2/km2]",892973.184105738,57722.7797392946,0.0646411121484021
