"parameter","estimate","se","zvalue","pvalue","max_grad","convergence"
"alpha_j",-0.733222320983848,0.413925169796886,-1.77138858539007,0.0764961054326638,0.00251451654242096,0
"theta_z",0.968770602651934,0.125041973697207,7.74756327021708,9.36726636585252e-15,0.00251451654242096,0
"alpha2_j",-3.20765041888331,0.257235095257557,-12.4697231366181,1.09204811403244e-35,0.00251451654242096,0
"theta2_z",0.592072242841477,0.093675095102875,6.32048723506773,2.60739869914128e-10,0.00251451654242096,0
"log_sigma",0.288175239254334,0.00610299704468138,47.2186430936374,0,0.00251451654242096,0
"log_kappa",-1.65700392193689,0.167603650253964,-9.88644292308722,4.76664571731587e-23,0.00251451654242096,0
