"parameter","estimate","se","zvalue","pvalue","max_grad","convergence"
"alpha_j",-2.50545137530402,0.717295480643784,-3.49291392865788,0.000477780480351082,0.000654492889793801,0
"theta_z",1.10912552209822,0.208712313136279,5.31413554586983,1.07164830084066e-07,0.000654492889793801,0
"alpha2_j",-4.97203463346265,0.246304365297384,-20.1865469475521,1.28540348173265e-90,0.000654492889793801,0
"theta2_z",0.373808823069383,0.0934327381550075,4.00083343858792,6.31197765749094e-05,0.000654492889793801,0
"log_sigma",0.0208351937230673,0.010487252831614,1.98671606927023,0.0469538700503107,0.000654492889793801,0
"log_kappa",-2.08568334249325,0.235548175244025,-8.85459350441796,8.39893323440679e-19,0.000654492889793801,0
