"parameter","estimate","se","zvalue","pvalue","max_grad","convergence"
"alpha_j",-0.598602832252116,0.70045103120602,-0.854596260956966,0.392774698276016,0.00257826811761852,0
"theta_z",1.05781600817323,0.184668968038345,5.72817414539068,1.01517325751454e-08,0.00257826811761852,0
"alpha2_j",-2.88822045568391,0.421175045926433,-6.8575298646454,7.00613816455404e-12,0.00257826811761852,0
"theta2_z",0.631268150220091,0.122102739484329,5.16997532476419,2.34124906395192e-07,0.00257826811761852,0
"log_sigma",0.364755371274641,0.00620843953282305,58.7515380227569,0,0.00257826811761852,0
"log_kappa",-2.12167003656025,0.201675961342248,-10.5201929989055,6.97306021415022e-26,0.00257826811761852,0
