"Year","est","se","est_corr","se_corr","lwr","upr","model","type","species"
2013,1.46466557398305,0.37032394189249,1.46466557398305,NA,0.738830647873771,2.19050050009233,"tV_mod_ln","single","Kyphosus"
2014,0.405010302056753,0.143841453113469,0.405010302056753,NA,0.123081053954354,0.686939550159152,"tV_mod_ln","single","Kyphosus"
2015,1.40290084427869,0.192049056626228,1.40290084427869,NA,1.02648469329128,1.77931699526609,"tV_mod_ln","single","Kyphosus"
2016,1.53072460371742,0.15905156520169,1.53072460371742,NA,1.21898353592211,1.84246567151273,"tV_mod_ln","single","Kyphosus"
2017,1.5060449779937,0.144922328137465,1.5060449779937,NA,1.22199721484427,1.79009274114313,"tV_mod_ln","single","Kyphosus"
2018,0.670220882465366,0.0780956616420133,0.670220882465366,NA,0.51715338564702,0.823288379283712,"tV_mod_ln","single","Kyphosus"
2019,0.628750081048829,0.0869104648029409,0.628750081048829,NA,0.458405570035065,0.799094592062593,"tV_mod_ln","single","Kyphosus"
2020,0.774017485131589,0.0962343675558147,0.774017485131589,NA,0.585398124722193,0.962636845540986,"tV_mod_ln","single","Kyphosus"
2021,0.64285971988197,0.0899426870906635,0.64285971988197,NA,0.46657205318427,0.819147386579671,"tV_mod_ln","single","Kyphosus"
2022,0.837937482241749,0.114978762485398,0.837937482241749,NA,0.612579107770369,1.06329585671313,"tV_mod_ln","single","Kyphosus"
2023,0.290474379119091,0.0545837305188474,0.290474379119091,NA,0.18349026730215,0.397458490936031,"tV_mod_ln","single","Kyphosus"
