"parameter","estimate","se","zvalue","pvalue","max_grad","convergence"
"alpha_j",-4.22884889193792,0.311858393301404,-13.5601573751803,6.89879171592379e-42,5.69876223028287e-05,0
"theta_z",0.853068839003742,0.124047205488055,6.87696942182133,6.11392271470763e-12,5.69876223028287e-05,0
"alpha2_j",-2.77779445411378,0.0818008109135999,-33.9580307712079,9.28425127311556e-253,5.69876223028287e-05,0
"theta2_z",0.177347684516199,0.0760078285418675,2.33328182002345,0.0196333589722532,5.69876223028287e-05,0
"log_sigma",-0.311312647910564,0.0324773916822237,-9.58551878046781,9.19941502958564e-22,5.69876223028287e-05,0
"log_kappa",-1.4081521737236,0.280937406514713,-5.01233421064509,5.37737008262188e-07,5.69876223028287e-05,0
