"parameter","estimate","se","zvalue","pvalue","max_grad","convergence"
"alpha_j",-6.37869127695082,0.86019061264063,-7.41543930288821,1.21222313605153e-13,0.00012200812357166,0
"theta_z",2.26682746420102,0.359637740399504,6.30308560409405,2.91777629142768e-10,0.00012200812357166,0
"alpha2_j",1.30551929644855,0.576743085684952,2.26360632463948,0.0235983385121573,0.00012200812357166,0
"theta2_z",1.29976953169913,0.348074530574666,3.73417017772955,0.000188335121170862,0.00012200812357166,0
"log_sigma",0.576702071095235,0.0353724002166677,16.3037302406041,9.28484125262484e-60,0.00012200812357166,0
"log_kappa",-1.38446739794548,0.249907835736882,-5.53991191938106,3.02623817094537e-08,0.00012200812357166,0
