"Year","est","se","est_corr","se_corr","lwr","upr","model","type","species"
2013,0.496936146776074,0.135947265700824,0.496936146776074,NA,0.23047950600246,0.763392787549689,"tV_mod_ln","single","Uraspis"
2014,0.0576773841526507,0.0205706419662313,0.0576773841526507,NA,0.0173589258988374,0.097995842406464,"tV_mod_ln","single","Uraspis"
2015,0.0517344276926186,0.0158056344177568,0.0517344276926186,NA,0.0207553842338152,0.0827134711514219,"tV_mod_ln","single","Uraspis"
2016,0.0298855673121032,0.00770794176855069,0.0298855673121032,NA,0.0147780014457439,0.0449931331784626,"tV_mod_ln","single","Uraspis"
2017,0.0868460082059426,0.0177015312402486,0.0868460082059426,NA,0.0521510069750554,0.12154100943683,"tV_mod_ln","single","Uraspis"
2018,0.0378082518601374,0.00889915996232499,0.0378082518601374,NA,0.0203658983339804,0.0552506053862943,"tV_mod_ln","single","Uraspis"
2019,0.00686170145838298,0.00267148400210995,0.00686170145838298,NA,0.00162559281424748,0.0120978101025185,"tV_mod_ln","single","Uraspis"
2020,0.00804971645844337,0.00252165002508854,0.00804971645844337,NA,0.00310728240926983,0.0129921505076169,"tV_mod_ln","single","Uraspis"
2021,0.00531839473459877,0.00219804806015484,0.00531839473459877,NA,0.00101022053669528,0.00962656893250226,"tV_mod_ln","single","Uraspis"
2022,0.0175025869853792,0.00582350084938007,0.0175025869853792,NA,0.0060885253205943,0.0289166486501642,"tV_mod_ln","single","Uraspis"
2023,0.000672626251629506,0.000572965861532004,0.000672626251629506,NA,-0.000450386836973221,0.00179563934023223,"tV_mod_ln","single","Uraspis"
