"Year","est"
2013,0.223
2014,1.05059333333333
2015,2.27854457149173
2016,2.52336903892944
2017,0.458589968511021
2018,2.86662180451128
2019,0.933772058823529
2020,2.85305673018266
2021,0.695696838882511
2022,0.315236607142857
2023,0.720299891531081
