"Year","est"
2013,0.4434
2014,0.3128
2015,0.218275049727389
2016,0.311065833333333
2017,0.074225
2018,0.090675
2019,0.140074730392157
2020,0.0523
2021,0.0227055555555556
2022,0.122778954883945
2023,0.0504
