"Year","est"
2013,0.23086
2014,0.24
2015,1.02798002260227
2016,0.296540454545455
2017,0
2018,0.00855
2019,0.039735
2020,0.0635639641363852
2021,0.0619398139768728
2022,0.153456618317183
2023,0.0592558557874763
