"Year","est"
2013,15.061212039072
2014,4.5765
2015,4.10329225792211
2016,3.89835650410846
2017,1.90581692623768
2018,2.07862901913221
2019,13.7772145179366
2020,5.71994520827389
2021,2.44803612058277
2022,4.37744688690579
2023,3.39852100177941
