"Year","est"
2013,0.00705
2014,0.0072
2015,0.004305
2016,0.0194260710553814
2017,7e-04
2018,0
2019,0.0290566666666667
2020,0.00993149350649351
2021,0.0484011111111111
2022,0.0328577731092437
2023,0.0032
