"Year","est"
2013,0.0324101587301587
2014,0.00234940154440154
2015,0.00500520782851817
2016,0.0103652439488432
2017,0.000556547619047619
2018,0.0184594117647059
2019,0.00667702646379784
2020,0.00305777777777778
2021,0.00915156037991859
2022,0.0825659836065574
2023,0.000956451612903226
