"Year","est"
2013,0.423366666666667
2014,0.04
2015,9.14795503334943
2016,1.68991209295058
2017,0.191060333526123
2018,0.691777777777778
2019,2.31446364186313
2020,5.0549426866496
2021,0.529145162460698
2022,0.809394794095504
2023,2.47512068400598
