"Year","est"
2013,0.0233571428571429
2014,0.006975
2015,0.0106666666666667
2016,0.000833333333333333
2017,0.184223076923077
2018,0.260509663865546
2019,0.00585
2020,0
2021,0.00263355543710021
2022,0.015
2023,0
