"Year","est"
2013,0.9533
2014,0.0764
2015,0.223697963892747
2016,0.0908
2017,0
2018,0
2019,0.101827941176471
2020,0.00457142857142857
2021,0.00829333333333333
2022,0.0470166666666667
2023,0.0084
