"Year","est"
2013,0
2014,0
2015,11.9747978243021
2016,1.67345852687459
2017,2.64492397660819
2018,18.3888655462185
2019,24.5333333333333
2020,0.055
2021,15.1492537313433
2022,3
2023,1.31372549019608
