"parameter","estimate","se","zvalue","pvalue","max_grad","convergence"
"alpha_j",-3.75333809858789,0.442499768449644,-8.48212443531487,2.21118897840602e-17,0.00142844411343091,0
"theta_z",1.65611636132531,0.18563834024346,8.92119784713304,4.61271731626748e-19,0.00142844411343091,0
"alpha2_j",-1.65932051136576,0.0832089355284126,-19.9416144531637,1.77250811958406e-88,0.00142844411343091,0
"theta2_z",0.225606521720207,0.0539540365633857,4.18145770159684,2.8964613965085e-05,0.00142844411343091,0
"log_sigma",-0.0169965701615336,0.0228248083122104,-0.744653358268997,0.456481302293573,0.00142844411343091,0
"log_kappa",-1.103068670197,0.210502998292098,-5.24015657328719,1.60440409650428e-07,0.00142844411343091,0
