"parameter","estimate","se","zvalue","pvalue","max_grad","convergence"
"alpha_j",-5.72692849221585,0.457139216435107,-12.5277558483736,5.26309268312019e-36,0.000221476184472621,0
"theta_z",1.50341346693476,0.242564737255797,6.19798856150033,5.71892958301806e-10,0.000221476184472621,0
"alpha2_j",-2.85370787646633,0.178429868673525,-15.9934426768413,1.41964075834496e-57,0.000221476184472621,0
"theta2_z",-0.459122045482446,0.113692922177257,-4.03826409498592,5.38482093386851e-05,0.000221476184472621,0
"log_sigma",0.02180939845665,0.0437315771979565,0.498710539478761,0.617983318633669,0.000221476184472621,0
"log_kappa",-1.09723901773778,0.305678919931378,-3.58951483466409,0.00033129397847493,0.000221476184472621,0
