"Year","est"
2013,0.0432333333333333
2014,0.1953875
2015,0.769014825341325
2016,0.300415524309151
2017,6.93065728384339
2018,0.344860907110146
2019,0.201516693779904
2020,1.74130552886372
2021,0.383722594895679
2022,0.388176113581988
2023,0.481293114035088
