"Year","est"
2013,53.0332343614719
2014,43.15352
2015,98.805197368225
2016,104.124925025238
2017,72.9363110692852
2018,78.8258535505078
2019,61.4721006427711
2020,76.9977606797592
2021,82.8888643392865
2022,72.4556756290062
2023,57.9515171542611
