"Year","est"
2013,5.14855
2014,1.98009523809524
2015,5.61258489905627
2016,2.49994933964917
2017,2.81506453146768
2018,7.53825752210176
2019,4.62980363134855
2020,3.70720603092713
2021,5.89451507323502
2022,5.91886984339395
2023,5.764784750854
