"Year","est"
2013,6.2700629978355
2014,3.29116619047619
2015,12.0353062879592
2016,19.0029701360528
2017,24.0432365531187
2018,12.6170743507116
2019,19.0420549711215
2020,21.3386292266149
2021,13.4524664502354
2022,12.102276373239
2023,14.5247073118313
