"Year","est"
2013,20.6285941558442
2014,49.9015
2015,160.799447772608
2016,24.9356185000495
2017,27.2852293233083
2018,2.32100793650794
2019,11.0613710032657
2020,15.1219345238095
2021,10.7621658161126
2022,12.0863721975424
2023,10.1434456333318
