"Year","est"
2013,4.5632246969697
2014,3.875055
2015,4.0806288140647
2016,5.34599484042484
2017,4.86461037045011
2018,2.49603551967522
2019,3.21573454446014
2020,3.10130529575
2021,2.23530831705523
2022,1.80904569027004
2023,4.49332621128398
