"Year","est"
2013,0.001
2014,0.000857142857142857
2015,0.0126550605122432
2016,0.0497243978390031
2017,0.082535744400527
2018,0.0157392446633826
2019,0.158017494237102
2020,1.1422
2021,0.00314666666666667
2022,0.00864714285714286
2023,0.0205948051948052
