"Year","est"
2013,430.515948106061
2014,191.8657425
2015,187.698891498639
2016,360.65082818171
2017,281.840231719061
2018,146.80257549819
2019,103.872824215075
2020,167.738539219515
2021,109.651693241576
2022,84.4255840253083
2023,121.882729824344
