"Year","est"
2013,0.728316666666667
2014,1.45915
2015,1.19108515538512
2016,1.22312741697246
2017,0.472997106509789
2018,0.470249650751547
2019,0.558849661410741
2020,0.450064743589744
2021,0.440754621144055
2022,0.910576536796537
2023,0.228261121706747
