"Year","est"
2013,0.21648
2014,4.43833769379401
2015,15.9730008404073
2016,8.46338237560854
2017,4.79019863396113
2018,1.05494332097255
2019,1.32774814958411
2020,0.324140476190476
2021,2.47173360431412
2022,0.483806842409681
2023,1.06287729823184
