"Year","est"
2013,164.292680757576
2014,106.490900833333
2015,132.818716592719
2016,122.742456835071
2017,125.71686386077
2018,74.6068144550635
2019,71.3346170348696
2020,94.0429109590116
2021,123.371754598205
2022,78.1855833485399
2023,82.7319032446286
