"Year","est"
2013,0.737
2014,2.5591
2015,2.09616143009247
2016,2.31133648123255
2017,2.88167061302587
2018,2.40967372766618
2019,5.12716182131878
2020,1.6174239190548
2021,2.73805623350186
2022,1.20057446077353
2023,1.71328515598318
