"Year","est"
2013,0.0981164285714286
2014,0.3139
2015,0.359901638005785
2016,0.599095168027006
2017,0.33439160059217
2018,1.16678953244856
2019,0.061125226627174
2020,0.246938606747047
2021,0.289585354242602
2022,0.356178332922312
2023,0.354210414911026
