"Year","est"
2013,65.3973533333333
2014,16.0751
2015,66.7947507054988
2016,34.4529407815687
2017,34.1468458188421
2018,22.531135391067
2019,79.5244820427386
2020,77.114056908432
2021,46.8265479995302
2022,23.635823900813
2023,61.0040675952383
