"Year","est"
2013,180.012126363636
2014,85.8900916666667
2015,302.588015803431
2016,359.336730953157
2017,205.467653184134
2018,143.98829240853
2019,94.5677129303433
2020,187.626020452093
2021,334.350553410086
2022,182.180467628423
2023,268.972035266537
