"Year","est"
2013,245.187367965368
2014,140.909125
2015,375.995584887959
2016,195.981468031094
2017,139.138688777988
2018,51.4059186809922
2019,50.7410785275671
2020,25.8635784950344
2021,67.0186224577833
2022,231.374650793651
2023,33.7621205208184
