"Year","est"
2013,7.59705
2014,36.5882666666667
2015,4.87624805070746
2016,1.08914722222222
2017,0.960871014492754
2018,1.59275492063492
2019,0.783021428571429
2020,0.33725
2021,0
2022,0.26328
2023,0.09064
