"parameter","estimate","se","zvalue","pvalue","max_grad","convergence"
"alpha_j",-4.06760503637654,0.159407638908732,-25.5170019719408,1.2767364643032e-143,0.00032332139416591,0
"theta_z",0.811845603640537,0.136215836456995,5.95999426173069,2.52246790916544e-09,0.00032332139416591,0
"alpha2_j",-2.27318876311908,0.0487088598075036,-46.6688970364461,0,0.00032332139416591,0
"theta2_z",0.159140024818314,0.0831295385200763,1.91436194223406,0.0555739248287009,0.00032332139416591,0
"log_sigma",-0.408910024188676,0.0350783217147044,-11.6570578123544,2.11215331002357e-31,0.00032332139416591,0
"log_kappa",-0.584127146879232,0.409172426102746,-1.4275818936356,0.153412238234201,0.00032332139416591,0
