"Year","est","se","est_corr","se_corr","lwr","upr","type","species"
2013,3.31173558516699,2.2801764620173,3.31173558516699,NA,-1.15741028038691,7.7808814507209,"single","other Carcharhinidae"
2014,1.94570469925402,1.88542238517515,1.94570469925402,NA,-1.74972317568927,5.64113257419731,"single","other Carcharhinidae"
2015,3.74487268384886,1.43185588056158,3.74487268384886,NA,0.93843515794816,6.55131020974956,"single","other Carcharhinidae"
2016,6.86349410769076,2.11710982491091,6.86349410769076,NA,2.71395885086537,11.0130293645161,"single","other Carcharhinidae"
2017,1.5839020566986,0.751195621560405,1.5839020566986,NA,0.111558638440211,3.056245474957,"single","other Carcharhinidae"
2018,0.506228565085684,0.200366523703014,0.506228565085684,NA,0.113510178627776,0.898946951543591,"single","other Carcharhinidae"
2019,0.183715574230871,0.0869896421884933,0.183715574230871,NA,0.0132158755414246,0.354215272920318,"single","other Carcharhinidae"
2020,0.375357570293391,0.232752661518345,0.375357570293391,NA,-0.0808376462825654,0.831552786869348,"single","other Carcharhinidae"
2021,0.211542208360765,0.124839126524471,0.211542208360765,NA,-0.0331424796271993,0.456226896348728,"single","other Carcharhinidae"
2022,2.48455685133443,1.6831893955567,2.48455685133443,NA,-0.814494363956695,5.78360806662556,"single","other Carcharhinidae"
2023,0.532403550738379,0.212840335732548,0.532403550738379,NA,0.115236492702585,0.949570608774172,"single","other Carcharhinidae"
