"parameter","estimate","se","zvalue","pvalue","max_grad","convergence"
"alpha_j",-0.464841470546286,0.138910894635203,-3.34632839106692,0.000818893505315694,9.88479774383794e-05,0
"theta_z",0.481102258804871,0.0542971044854557,8.86055091452881,7.9619988336379e-19,9.88479774383794e-05,0
"alpha2_j",-3.03729318380447,0.0878782314112613,-34.5625206041101,9.24407220617988e-262,9.88479774383794e-05,0
"theta2_z",0.292420282234531,0.0361192206379285,8.09597430592016,5.68078143439778e-16,9.88479774383794e-05,0
"log_sigma",0.0815222720555639,0.00650582672362822,12.530655290816,5.07416789554692e-36,9.88479774383794e-05,0
"log_kappa",-1.21024828584345,0.166869333393169,-7.25267046517127,4.08633452763546e-13,9.88479774383794e-05,0
